Category,Source,Title,Link,Description,Stars,RelevanceScore,HasPublicModel,PhilippinesRelevant
GitHub Search,GitHub Search (garbage detection tensorflow),RonakPai/GarbageDetection,https://github.com/RonakPai/GarbageDetection,,,2,False,False
GitHub Search,GitHub Search (garbage detection tensorflow),azeem110201/Garbage-detection,https://github.com/azeem110201/Garbage-detection,,,2,False,False
GitHub Search,GitHub Search (garbage detection tensorflow),bumincetin/Garbage-Classification-,https://github.com/bumincetin/Garbage-Classification-,,,2,False,False
GitHub Search,GitHub Search (garbage detection tensorflow),sanjail3/garbage-detection-from-cctv,https://github.com/sanjail3/garbage-detection-from-cctv,,,2,False,False
GitHub Search,GitHub Search (garbage detection tensorflow),SarkarAnuragParth/Garbage_detection_model,https://github.com/SarkarAnuragParth/Garbage_detection_model,,,2,False,False
GitHub Search,GitHub Search (garbage detection tensorflow),CookieDevLab/Garbage_detection,https://github.com/CookieDevLab/Garbage_detection,,,2,False,False
GitHub Search,GitHub Search (trash detection pytorch),Alessiacosmos/TrashDetection-HuaweiCloud,https://github.com/Alessiacosmos/TrashDetection-HuaweiCloud,,,2,False,False
GitHub Search,GitHub Search (trash detection pytorch),42array/Underwater-Trash-Detection,https://github.com/42array/Underwater-Trash-Detection,,,2,False,False
GitHub Search,GitHub Search (trash detection pytorch),prathamc9221/Trash-Detection,https://github.com/prathamc9221/Trash-Detection,,,2,False,False
GitHub Search,GitHub Search (trash detection pytorch),finn-freas/Trash_Detection,https://github.com/finn-freas/Trash_Detection,,,2,False,False
GitHub Search,GitHub Search (trash detection pytorch),youse0ng/ObjectDetection-ReusableTrash,https://github.com/youse0ng/ObjectDetection-ReusableTrash,,,2,False,False
Research Paper,arXiv,CP$^3$: Channel Pruning Plug-in for Point-based Networks,http://arxiv.org/abs/2303.13097v1,"Channel pruning can effectively reduce both computational cost and memory footprint of the original network while keeping a comparable accuracy performance. Though great success has been achieved in channel pruning for 2D image-based convolutional networks (CNNs), existing works seldom extend the channel pruning methods to 3D point-based neural networks (PNNs). Directly implementing the 2D CNN cha...",Published: 2023-03-23,2,False,False
Research Paper,arXiv,Convolutional STN for Weakly Supervised Object Localization,http://arxiv.org/abs/1912.01522v2,"Weakly supervised object localization is a challenging task in which the object of interest should be localized while learning its appearance. State-of-the-art methods recycle the architecture of a standard CNN by using the activation maps of the last layer for localizing the object. While this approach is simple and works relatively well, object localization relies on different features than clas...",Published: 2019-12-03,2,False,False
GitHub Topic,GitHub Topics (trash-detection),zerowasteestonia/wade-ai,https://github.com/zerowasteestonia/wade-ai,,61,1,False,False
GitHub Topic,GitHub Topics (trash-detection),GaengSu/TrashDetector,https://github.com/GaengSu/TrashDetector,,18,1,False,False
GitHub Topic,GitHub Topics (trash-detection),LiaoSteve/HAIDA-Trash-Dataset-High-Resolution-Aerial-image,https://github.com/LiaoSteve/HAIDA-Trash-Dataset-High-Resolution-Aerial-image,,15,1,False,False
GitHub Topic,GitHub Topics (trash-detection),Nexdata-AI/46695-Images-Household-Waste-Data,https://github.com/Nexdata-AI/46695-Images-Household-Waste-Data,,1,1,False,False
GitHub Topic,GitHub Topics (trash-detection),Shen16/Image_Object_Detection_TACO,https://github.com/Shen16/Image_Object_Detection_TACO,,0,1,False,False
GitHub Topic,GitHub Topics (waste-detection),wimlds-trojmiasto/detect-waste,https://github.com/wimlds-trojmiasto/detect-waste,,217,1,False,False
GitHub Topic,GitHub Topics (waste-detection),hectorLop/Waste-Detector,https://github.com/hectorLop/Waste-Detector,,17,1,False,False
GitHub Topic,GitHub Topics (waste-detection),IntelligentNetworkSolutions/IllegalDumpSiteDetectionAndLandfillMonitoring,https://github.com/IntelligentNetworkSolutions/IllegalDumpSiteDetectionAndLandfillMonitoring,,6,1,False,False
GitHub Topic,GitHub Topics (waste-detection),AI-research-center/Leveraging-UAV-Data-and-Deep-learning-Models-for-Detecting-Waste-in-Rivers,https://github.com/AI-research-center/Leveraging-UAV-Data-and-Deep-learning-Models-for-Detecting-Waste-in-Rivers,,4,1,False,False
GitHub Topic,GitHub Topics (waste-detection),camillecochener/Face-Mask-Environmental-Waste-Detector,https://github.com/camillecochener/Face-Mask-Environmental-Waste-Detector,,1,1,False,False
GitHub Topic,GitHub Topics (waste-detection),bishnukhadka/Leveraging-UAV-Data-and-Deep-learning-Models-for-Detecting-Waste-in-Rivers,https://github.com/bishnukhadka/Leveraging-UAV-Data-and-Deep-learning-Models-for-Detecting-Waste-in-Rivers,,0,1,False,False
GitHub Topic,GitHub Topics (waste-detection),SamarMst/Waste-Classifier,https://github.com/SamarMst/Waste-Classifier,,0,1,False,False
GitHub Topic,GitHub Topics (garbage-detection),jackweiwang/TrashCanFullDet,https://github.com/jackweiwang/TrashCanFullDet,,10,1,False,False
GitHub Topic,GitHub Topics (garbage-detection),ssprotas/GarbageCounter,https://github.com/ssprotas/GarbageCounter,,0,1,False,False
GitHub Topic,GitHub Topics (waste-classification),Srinath-13/NodeMCU-ML-Waste-Classifier,https://github.com/Srinath-13/NodeMCU-ML-Waste-Classifier,,8,1,False,False
GitHub Topic,GitHub Topics (waste-classification),ThibaMahlezana/Trash-sorting-Robot,https://github.com/ThibaMahlezana/Trash-sorting-Robot,,3,1,False,False
GitHub Topic,GitHub Topics (waste-classification),MonishKrishna2009/Trashformer,https://github.com/MonishKrishna2009/Trashformer,,2,1,False,False
GitHub Topic,GitHub Topics (waste-classification),kr1shnasomani/WasteWise,https://github.com/kr1shnasomani/WasteWise,,2,1,False,False
GitHub Topic,GitHub Topics (waste-classification),RIP4KOBE/SyntheticWasteGenerator,https://github.com/RIP4KOBE/SyntheticWasteGenerator,,2,1,False,False
GitHub Topic,GitHub Topics (waste-classification),Vidhisha03/trashify,https://github.com/Vidhisha03/trashify,,1,1,False,False
GitHub Topic,GitHub Topics (waste-classification),Himanshu-279/TrashLens,https://github.com/Himanshu-279/TrashLens,,0,1,False,False
GitHub Topic,GitHub Topics (waste-classification),yoursmaddyy/smart-recycle-system-cnn,https://github.com/yoursmaddyy/smart-recycle-system-cnn,,0,1,False,False
GitHub Topic,GitHub Topics (waste-classification),Afhrodite/Waste-Prediction-VGG16-Transfer-Learning,https://github.com/Afhrodite/Waste-Prediction-VGG16-Transfer-Learning,,0,1,False,False
GitHub Topic,GitHub Topics (waste-classification),Dan-Ofri/waste-classifier-fastai,https://github.com/Dan-Ofri/waste-classifier-fastai,,0,1,False,False
GitHub Topic,GitHub Topics (waste-classification),KaziNafiulHassan/Smart-Trash-AI,https://github.com/KaziNafiulHassan/Smart-Trash-AI,,0,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),sumn2u/deep-waste-app,https://github.com/sumn2u/deep-waste-app,,63,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),novlan1/garbage-classify-tensorflow,https://github.com/novlan1/garbage-classify-tensorflow,,16,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),ashu12chi/Blow-The-Garbage,https://github.com/ashu12chi/Blow-The-Garbage,,4,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),abhans/garbagepi,https://github.com/abhans/garbagepi,,2,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),roncanciovl/objectclassification,https://github.com/roncanciovl/objectclassification,,1,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),kgaleziowski/intelligent-garbage-truck,https://github.com/kgaleziowski/intelligent-garbage-truck,,1,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),Morri3/GreenClassification,https://github.com/Morri3/GreenClassification,,1,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),Bis-york/waste-classifier,https://github.com/Bis-york/waste-classifier,,0,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),Chanwanit-Nuchyoo/Garbage-Classifier,https://github.com/Chanwanit-Nuchyoo/Garbage-Classifier,,0,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),TariqAlhathloul/Garbage-Classifier,https://github.com/TariqAlhathloul/Garbage-Classifier,,0,1,False,False
GitHub Topic,GitHub Topics (garbage-classification),huzaifa12466/garbage-classifier,https://github.com/huzaifa12466/garbage-classifier,,0,1,False,False
GitHub Topic,GitHub Topics (trash-classification),nikhilvenkatkumsetty/TrashBox,https://github.com/nikhilvenkatkumsetty/TrashBox,,67,1,False,False
GitHub Topic,GitHub Topics (trash-classification),abhinav153/Trash_classifier,https://github.com/abhinav153/Trash_classifier,,11,1,False,False
GitHub Topic,GitHub Topics (trash-classification),alansun17904/smart-trash,https://github.com/alansun17904/smart-trash,,9,1,False,False
GitHub Topic,GitHub Topics (trash-classification),Stalker-moment/detection-organic-inorganic,https://github.com/Stalker-moment/detection-organic-inorganic,,3,1,False,False
GitHub Topic,GitHub Topics (trash-classification),imamaaa/trash-to-treasure-admin-web-app,https://github.com/imamaaa/trash-to-treasure-admin-web-app,,0,1,False,False
GitHub Topic,GitHub Topics (trash-classification),NormanTrinh/APLASTIC-Q-rework,https://github.com/NormanTrinh/APLASTIC-Q-rework,,0,1,False,False
GitHub Topic,GitHub Topics (trash-classification),badrisv2907/trash-identifier,https://github.com/badrisv2907/trash-identifier,,0,1,False,False
GitHub Topic,GitHub Topics (trash-classification),Trash-ML-JXASTIC/web-backend,https://github.com/Trash-ML-JXASTIC/web-backend,,0,1,False,False
GitHub Topic,GitHub Topics (trash-classification),imamaaa/trash-to-treasure-client-web-app,https://github.com/imamaaa/trash-to-treasure-client-web-app,,0,1,False,False
GitHub Topic,GitHub Topics (trash-classification),Saishyam-master/Automatic-Trash-Can-Sorter,https://github.com/Saishyam-master/Automatic-Trash-Can-Sorter,,0,1,False,False
GitHub Topic,GitHub Topics (litter-detection),mbar0075/lupi-for-object-detection,https://github.com/mbar0075/lupi-for-object-detection,,8,1,False,False
GitHub Topic,GitHub Topics (waste-sorting),fuatsimsek/Autonomous-Waste-Sorting-System,https://github.com/fuatsimsek/Autonomous-Waste-Sorting-System,,0,1,False,False
GitHub Topic,GitHub Topics (waste-sorting),jananikolovska/ROS-pick-and-place-waste-sorting,https://github.com/jananikolovska/ROS-pick-and-place-waste-sorting,,0,1,False,False
GitHub Topic,GitHub Topics (waste-sorting),al3xsus/AI-powered-waste-sorting-station,https://github.com/al3xsus/AI-powered-waste-sorting-station,,0,1,False,False
Research Paper,arXiv,GaitPoint+: A Gait Recognition Network Incorporating Point Cloud Analysis and Recycling,http://arxiv.org/abs/2404.10213v1,"Gait is a behavioral biometric modality that can be used to recognize individuals by the way they walk from a far distance. Most existing gait recognition approaches rely on either silhouettes or skeletons, while their joint use is underexplored. Features from silhouettes and skeletons can provide complementary information for more robust recognition against appearance changes or pose estimation e...",Published: 2024-04-16,1,False,False
GitHub Topic,GitHub Topics (trash-detection),shashi007-hub/dronekit_websockets,https://github.com/shashi007-hub/dronekit_websockets,,1,0,False,False
GitHub Topic,GitHub Topics (trash-detection),YousefMohammad/clean_hydro_extraction,https://github.com/YousefMohammad/clean_hydro_extraction,,0,0,False,False
GitHub Topic,GitHub Topics (waste-detection),PUTvision/UAVVaste,https://github.com/PUTvision/UAVVaste,,81,0,False,False
GitHub Topic,GitHub Topics (waste-detection),THE-NEBU/NEBU-SCAN,https://github.com/THE-NEBU/NEBU-SCAN,,3,0,False,False
GitHub Topic,GitHub Topics (waste-detection),fikriaf/AI-Vision-Web,https://github.com/fikriaf/AI-Vision-Web,,2,0,False,False
GitHub Topic,GitHub Topics (waste-detection),f-arab/Neromatch-Academy-2022-Final-Project-Deep-Learning,https://github.com/f-arab/Neromatch-Academy-2022-Final-Project-Deep-Learning,,1,0,False,False
GitHub Topic,GitHub Topics (waste-detection),fikriaf/Web-AIVision,https://github.com/fikriaf/Web-AIVision,,1,0,False,False
GitHub Topic,GitHub Topics (garbage-detection),Sshanu/civic_issue_dataset,https://github.com/Sshanu/civic_issue_dataset,,8,0,False,False
GitHub Topic,GitHub Topics (garbage-detection),vrajpatel1912/GarbEye,https://github.com/vrajpatel1912/GarbEye,,2,0,False,False
GitHub Topic,GitHub Topics (waste-classification),zGolden31/EcoVision,https://github.com/zGolden31/EcoVision,,1,0,False,False
GitHub Topic,GitHub Topics (waste-classification),CodeWithMoin/EcoGuardian-AI,https://github.com/CodeWithMoin/EcoGuardian-AI,,1,0,False,False
GitHub Topic,GitHub Topics (waste-classification),bravonokoth/edge-ai-prototype,https://github.com/bravonokoth/edge-ai-prototype,,1,0,False,False
GitHub Topic,GitHub Topics (waste-classification),barenbaruna/HR-ViT,https://github.com/barenbaruna/HR-ViT,,1,0,False,False
GitHub Topic,GitHub Topics (waste-classification),IsraaXx/Material-Stream-Identification-System,https://github.com/IsraaXx/Material-Stream-Identification-System,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),ECOZYNE/ECOZYNE-APP,https://github.com/ECOZYNE/ECOZYNE-APP,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),yashmahe2020/CleanAndGreen,https://github.com/yashmahe2020/CleanAndGreen,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),Susreel7/EcoSort-AI,https://github.com/Susreel7/EcoSort-AI,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),oalvarobraz/eco-sort-ai,https://github.com/oalvarobraz/eco-sort-ai,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),hasanulmukit/ai-smart-factory-optimization,https://github.com/hasanulmukit/ai-smart-factory-optimization,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),dytme/Binny,https://github.com/dytme/Binny,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),OJules/Deep-Learning,https://github.com/OJules/Deep-Learning,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),FaridSandoval/ecobot-system,https://github.com/FaridSandoval/ecobot-system,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),joeymalvinni/RecycleRight,https://github.com/joeymalvinni/RecycleRight,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),Absorber97/Ecosmartloop-Overview,https://github.com/Absorber97/Ecosmartloop-Overview,,0,0,False,False
GitHub Topic,GitHub Topics (waste-classification),wahb-amir/ecoLens,https://github.com/wahb-amir/ecoLens,,0,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),lucasxlu/XCloud,https://github.com/lucasxlu/XCloud,,74,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),altanai/Ramudroid,https://github.com/altanai/Ramudroid,,30,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),wzc520pyfm/lajiflAndroid,https://github.com/wzc520pyfm/lajiflAndroid,,3,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),Itskindastrange/EcoSort,https://github.com/Itskindastrange/EcoSort,,2,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),Ailln/laji-site-miniprogram,https://github.com/Ailln/laji-site-miniprogram,,2,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),marzna/peppeRecycleAndroid,https://github.com/marzna/peppeRecycleAndroid,,1,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),TuLe142857/greenbox,https://github.com/TuLe142857/greenbox,,1,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),hoangluu18/PBL4,https://github.com/hoangluu18/PBL4,,1,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),RackS103/gigo-HackMIT22,https://github.com/RackS103/gigo-HackMIT22,,1,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),haykalaul/byesampah,https://github.com/haykalaul/byesampah,,0,0,False,False
GitHub Topic,GitHub Topics (garbage-classification),Cloudy-The-Scientist/Cloudy-The-Scientist,https://github.com/Cloudy-The-Scientist/Cloudy-The-Scientist,,0,0,False,False
GitHub Topic,GitHub Topics (trash-classification),sangminwoo/RecycleNet,https://github.com/sangminwoo/RecycleNet,,42,0,False,False
GitHub Topic,GitHub Topics (trash-classification),boni-077/Rewarding-Recycling-System,https://github.com/boni-077/Rewarding-Recycling-System,,0,0,False,False
GitHub Topic,GitHub Topics (waste-sorting),AMP-Sortation/.github,https://github.com/AMP-Sortation/.github,,1,0,False,False
GitHub Topic,GitHub Topics (waste-sorting),AliceAndSendoh/miniprogram-imagex,https://github.com/AliceAndSendoh/miniprogram-imagex,,1,0,False,False
GitHub Topic,GitHub Topics (waste-sorting),MonoHaru/ReSort-AI,https://github.com/MonoHaru/ReSort-AI,,1,0,False,False
GitHub Topic,GitHub Topics (waste-sorting),Gurkirat-Khaira/Intellisort,https://github.com/Gurkirat-Khaira/Intellisort,,0,0,False,False
GitHub Topic,GitHub Topics (waste-sorting),s0crateX/SWSB,https://github.com/s0crateX/SWSB,,0,0,False,False
GitHub Topic,GitHub Topics (plastic-detection),gaetanosettembre/hyperplast,https://github.com/gaetanosettembre/hyperplast,,0,0,False,False
